"","probe","pvalue"
"1","34683_at",5.6894052770697e-05
"2","38840_s_at",8.40005333931514e-05
"3","38221_at",9.01541995611094e-05
"4","38839_at",0.000152751512099276
"5","32607_at",0.000153117655809313
